proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,SEG,541,556,16,pre-rRNA,unclassified_no_pfam,acidic_region,Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,SEG,1140,1158,19,pre-rRNA,unclassified_no_pfam,acidic_region,Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,SEG,1436,1466,31,pre-rRNA,unclassified_no_pfam,basic_enriched_region,Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5QJE6|ensembl_protein_id=ENSP00000411010|entry=TDIF2_HUMAN|source=pfam27|protein_name=Deoxynucleotidyltransferase,SEG,516,532,17,pre-rRNA,distal_terminal,acidic_region,Q5QJE6|ensembl_protein_id=ENSP00000411010|entry=TDIF2_HUMAN|source=pfam27|protein_name=Deoxynucleotidyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,SEG,59,75,17,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,SEG,228,242,15,mRNA,unclassified_no_pfam,acidic_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,SEG,32,62,31,mRNA,unclassified_no_pfam,arginine_rich_rna_contact_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5QPL9|ensembl_protein_id=ENSP00000415973|entry=Q5QPL9_HUMAN|source=pfam27|protein_name=RALY,SEG,204,236,33,mRNA,distal_terminal,gs_rich_neutral_region,Q5QPL9|ensembl_protein_id=ENSP00000415973|entry=Q5QPL9_HUMAN|source=pfam27|protein_name=RALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P54253|ensembl_protein_id=ENSP00000416360|entry=ATX1_HUMAN|source=pfam27|protein_name=Ataxin-1,SEG,196,225,30,mRNA,distal_terminal,disorder_rich_spacer_region,P54253|ensembl_protein_id=ENSP00000416360|entry=ATX1_HUMAN|source=pfam27|protein_name=Ataxin-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UHC7|ensembl_protein_id=ENSP00000416369|entry=MKRN1_HUMAN|source=pfam27|protein_name=E3,SEG,39,53,15,mRNA,domain_adjacent,gs_rich_neutral_region,Q9UHC7|ensembl_protein_id=ENSP00000416369|entry=MKRN1_HUMAN|source=pfam27|protein_name=E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DG89|ensembl_protein_id=ENSP00000416534|entry=A0A0C4DG89_HUMAN|source=pfam27;pfam38|protein_name=Probable,SEG,68,105,38,snRNA,distal_terminal,sr_rs_repeat_region,A0A0C4DG89|ensembl_protein_id=ENSP00000416534|entry=A0A0C4DG89_HUMAN|source=pfam27;pfam38|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9JE40|ensembl_protein_id=ENSP00000416673|entry=PATL2_HUMAN|source=pfam27|protein_name=Protein,SEG,25,50,26,mRNA,unclassified_no_pfam,acidic_region,C9JE40|ensembl_protein_id=ENSP00000416673|entry=PATL2_HUMAN|source=pfam27|protein_name=Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H2U1|ensembl_protein_id=ENSP00000417078|entry=DHX36_HUMAN|source=pfam27|protein_name=ATP-dependent,SEG,27,55,29,mRNA,distal_terminal,disorder_rich_spacer_region,Q9H2U1|ensembl_protein_id=ENSP00000417078|entry=DHX36_HUMAN|source=pfam27|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86TG7|ensembl_protein_id=ENSP00000417587|entry=PEG10_HUMAN|source=pfam27|protein_name=Retrotransposon-derived,SEG,680,702,23,unknown,unclassified_no_pfam,disorder_rich_spacer_region,Q86TG7|ensembl_protein_id=ENSP00000417587|entry=PEG10_HUMAN|source=pfam27|protein_name=Retrotransposon-derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7N2|ensembl_protein_id=ENSP00000419901|entry=LITD1_HUMAN|source=pfam27|protein_name=LINE-1,SEG,403,419,17,mRNA,distal_terminal,acidic_region,Q5T7N2|ensembl_protein_id=ENSP00000419901|entry=LITD1_HUMAN|source=pfam27|protein_name=LINE-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9JP00|ensembl_protein_id=ENSP00000420327|entry=C9JP00_HUMAN|source=pfam27|protein_name=Muscleblind,SEG,255,272,18,mRNA,domain_adjacent,disorder_rich_spacer_region,C9JP00|ensembl_protein_id=ENSP00000420327|entry=C9JP00_HUMAN|source=pfam27|protein_name=Muscleblind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6R9W6|ensembl_protein_id=ENSP00000422850|entry=D6R9W6_HUMAN|source=pfam27|protein_name=La,SEG,148,163,16,mRNA,distal_terminal,rg_rgg_repeat_region,D6R9W6|ensembl_protein_id=ENSP00000422850|entry=D6R9W6_HUMAN|source=pfam27|protein_name=La,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6VAP0|ensembl_protein_id=ENSP00000423243|entry=F6VAP0_HUMAN|source=pfam27|protein_name=RNA,SEG,448,463,16,mRNA,distal_terminal,disorder_rich_spacer_region,F6VAP0|ensembl_protein_id=ENSP00000423243|entry=F6VAP0_HUMAN|source=pfam27|protein_name=RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NP92|ensembl_protein_id=ENSP00000424328|entry=RT30_HUMAN|source=pfam27|protein_name=Large,SEG,118,135,18,ribosomal protein,domain_intrinsic,acidic_region,Q9NP92|ensembl_protein_id=ENSP00000424328|entry=RT30_HUMAN|source=pfam27|protein_name=Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q99729|ensembl_protein_id=ENSP00000425031|entry=ROAA_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,242,262,21,mRNA,domain_adjacent,rg_rgg_repeat_region,Q99729|ensembl_protein_id=ENSP00000425031|entry=ROAA_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,305,346,42,mRNA,interdomain_linker,disorder_rich_spacer_region,P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,355,372,18,mRNA,interdomain_linker,disorder_rich_spacer_region,P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,390,425,36,mRNA,interdomain_linker,disorder_rich_spacer_region,P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,577,599,23,mRNA,interdomain_linker,acidic_region,P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9PIF2|ensembl_protein_id=ENSP00000432032|entry=E9PIF2_HUMAN|source=pfam27|protein_name=ATP-dependent,SEG,579,593,15,pre-rRNA,distal_terminal,acidic_region,E9PIF2|ensembl_protein_id=ENSP00000432032|entry=E9PIF2_HUMAN|source=pfam27|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1L020|ensembl_protein_id=ENSP00000432845|entry=MEX3A_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,68,100,33,mRNA,domain_adjacent,disorder_rich_spacer_region,A1L020|ensembl_protein_id=ENSP00000432845|entry=MEX3A_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1L020|ensembl_protein_id=ENSP00000432845|entry=MEX3A_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,405,415,11,mRNA,distal_terminal,aromatic_sticker_region,A1L020|ensembl_protein_id=ENSP00000432845|entry=MEX3A_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9PMM9|ensembl_protein_id=ENSP00000433034|entry=E9PMM9_HUMAN|source=pfam27|protein_name=Small,SEG,29,52,24,ribosomal protein,domain_adjacent,rg_rgg_repeat_region,E9PMM9|ensembl_protein_id=ENSP00000433034|entry=E9PMM9_HUMAN|source=pfam27|protein_name=Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y2W1|ensembl_protein_id=ENSP00000433825|entry=TR150_HUMAN|source=pfam27|protein_name=Thyroid,SEG,6,27,22,mRNA,distal_terminal,sr_rs_repeat_region,Q9Y2W1|ensembl_protein_id=ENSP00000433825|entry=TR150_HUMAN|source=pfam27|protein_name=Thyroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y2W1|ensembl_protein_id=ENSP00000433825|entry=TR150_HUMAN|source=pfam27|protein_name=Thyroid,SEG,145,167,23,mRNA,domain_intrinsic,sr_rs_repeat_region,Q9Y2W1|ensembl_protein_id=ENSP00000433825|entry=TR150_HUMAN|source=pfam27|protein_name=Thyroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0YDK8|ensembl_protein_id=ENSP00000433850|entry=H0YDK8_HUMAN|source=pfam27|protein_name=Pumilio,SEG,301,322,22,mRNA,distal_terminal,disorder_rich_spacer_region,H0YDK8|ensembl_protein_id=ENSP00000433850|entry=H0YDK8_HUMAN|source=pfam27|protein_name=Pumilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51513|ensembl_protein_id=ENSP00000438875|entry=NOVA1_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,343,362,20,mRNA,interdomain_linker,disorder_rich_spacer_region,P51513|ensembl_protein_id=ENSP00000438875|entry=NOVA1_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,SEG,62,87,26,mRNA,domain_adjacent,disorder_rich_spacer_region,A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,SEG,302,317,16,mRNA,interdomain_linker,arginine_rich_rna_contact_region,A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IWX8|ensembl_protein_id=ENSP00000439856|entry=CHERP_HUMAN|source=pfam27|protein_name=Calcium,SEG,329,342,14,mRNA,domain_intrinsic,disorder_rich_spacer_region,Q8IWX8|ensembl_protein_id=ENSP00000439856|entry=CHERP_HUMAN|source=pfam27|protein_name=Calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IWX8|ensembl_protein_id=ENSP00000439856|entry=CHERP_HUMAN|source=pfam27|protein_name=Calcium,SEG,352,373,22,mRNA,domain_edge,disorder_rich_spacer_region,Q8IWX8|ensembl_protein_id=ENSP00000439856|entry=CHERP_HUMAN|source=pfam27|protein_name=Calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IWX8|ensembl_protein_id=ENSP00000439856|entry=CHERP_HUMAN|source=pfam27|protein_name=Calcium,SEG,762,803,42,mRNA,interdomain_linker,sr_rs_repeat_region,Q8IWX8|ensembl_protein_id=ENSP00000439856|entry=CHERP_HUMAN|source=pfam27|protein_name=Calcium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15233|ensembl_protein_id=ENSP00000441364|entry=NONO_HUMAN|source=pfam27|protein_name=Non-POU,SEG,18,39,22,ncRNA,domain_adjacent,aromatic_sticker_region,Q15233|ensembl_protein_id=ENSP00000441364|entry=NONO_HUMAN|source=pfam27|protein_name=Non-POU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y4C8|ensembl_protein_id=ENSP00000442053|entry=RBM19_HUMAN|source=pfam27|protein_name=Probable,SEG,713,724,12,pre-rRNA,interdomain_linker,acidic_region,Q9Y4C8|ensembl_protein_id=ENSP00000442053|entry=RBM19_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,676,728,53,ncRNA,distal_terminal,disorder_rich_spacer_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,725,739,15,ncRNA,distal_terminal,disorder_rich_spacer_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1039,1064,26,ncRNA,distal_terminal,disorder_rich_spacer_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1067,1086,20,ncRNA,distal_terminal,acidic_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1093,1120,28,ncRNA,distal_terminal,acidic_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1153,1179,27,ncRNA,distal_terminal,acidic_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1175,1198,24,ncRNA,distal_terminal,acidic_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1316,1340,25,ncRNA,distal_terminal,disorder_rich_spacer_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1471,1487,17,ncRNA,distal_terminal,proline_rich_disordered_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,SEG,1579,1600,22,ncRNA,distal_terminal,disorder_rich_spacer_region,Q9UPS6|ensembl_protein_id=ENSP00000442924|entry=SET1B_HUMAN|source=pfam27|protein_name=Histone-lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,SEG,89,118,30,unknown,distal_terminal,disorder_rich_spacer_region,P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,SEG,129,146,18,unknown,distal_terminal,disorder_rich_spacer_region,P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,SEG,242,265,24,unknown,distal_terminal,disorder_rich_spacer_region,P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,SEG,434,450,17,unknown,distal_terminal,disorder_rich_spacer_region,P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7Z5Q1|ensembl_protein_id=ENSP00000443985|entry=CPEB2_HUMAN|source=pfam38|protein_name=Cytoplasmic,SEG,70,84,15,mRNA,distal_terminal,disorder_rich_spacer_region,Q7Z5Q1|ensembl_protein_id=ENSP00000443985|entry=CPEB2_HUMAN|source=pfam38|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NP64|ensembl_protein_id=ENSP00000444742|entry=ZCC17_HUMAN|source=pfam27|protein_name=Zinc,SEG,223,239,17,unknown,distal_terminal,basic_enriched_region,Q9NP64|ensembl_protein_id=ENSP00000444742|entry=ZCC17_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5JTH9|ensembl_protein_id=ENSP00000446184|entry=RRP12_HUMAN|source=pfam27|protein_name=RRP12-like,SEG,1053,1063,11,pre-rRNA,distal_terminal,acidic_region,Q5JTH9|ensembl_protein_id=ENSP00000446184|entry=RRP12_HUMAN|source=pfam27|protein_name=RRP12-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8VU11|ensembl_protein_id=ENSP00000448073|entry=F8VU11_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,SEG,15,32,18,snRNA,unclassified_no_pfam,aromatic_sticker_region,F8VU11|ensembl_protein_id=ENSP00000448073|entry=F8VU11_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8VU11|ensembl_protein_id=ENSP00000448073|entry=F8VU11_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,SEG,212,229,18,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,F8VU11|ensembl_protein_id=ENSP00000448073|entry=F8VU11_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13243|ensembl_protein_id=ENSP00000451391|entry=SRSF5_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,SEG,183,232,50,mRNA,domain_adjacent,sr_rs_repeat_region,Q13243|ensembl_protein_id=ENSP00000451391|entry=SRSF5_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HCK8|ensembl_protein_id=ENSP00000451601|entry=CHD8_HUMAN|source=pfam38|protein_name=ATP-dependent,SEG,2078,2093,16,mRNA,interdomain_linker,disorder_rich_spacer_region,Q9HCK8|ensembl_protein_id=ENSP00000451601|entry=CHD8_HUMAN|source=pfam38|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HCK8|ensembl_protein_id=ENSP00000451601|entry=CHD8_HUMAN|source=pfam38|protein_name=ATP-dependent,SEG,2492,2508,17,mRNA,distal_terminal,aromatic_aggregation_prone_region,Q9HCK8|ensembl_protein_id=ENSP00000451601|entry=CHD8_HUMAN|source=pfam38|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H6T0|ensembl_protein_id=ENSP00000454554|entry=ESRP2_HUMAN|source=pfam27|protein_name=Epithelial,SEG,2,22,21,mRNA,distal_terminal,disorder_rich_spacer_region,Q9H6T0|ensembl_protein_id=ENSP00000454554|entry=ESRP2_HUMAN|source=pfam27|protein_name=Epithelial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,162,174,13,mRNA,distal_terminal,gs_rich_neutral_region,H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,212,237,26,mRNA,domain_adjacent,rg_rgg_repeat_region,H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,236,260,25,mRNA,domain_adjacent,rg_rgg_repeat_region,H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,377,401,25,mRNA,interdomain_linker,rg_rgg_repeat_region,H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,389,419,31,mRNA,interdomain_linker,cation_pi_rich_neighborhood,H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,485,507,23,mRNA,domain_adjacent,rg_rgg_repeat_region,H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J3QL05|ensembl_protein_id=ENSP00000463317|entry=J3QL05_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,SEG,100,129,30,mRNA,domain_adjacent,sr_rs_repeat_region,J3QL05|ensembl_protein_id=ENSP00000463317|entry=J3QL05_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9C0B9|ensembl_protein_id=ENSP00000464791|entry=ZCHC2_HUMAN|source=pfam27|protein_name=Zinc,SEG,71,87,17,unknown,domain_adjacent,disorder_rich_spacer_region,Q9C0B9|ensembl_protein_id=ENSP00000464791|entry=ZCHC2_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15029|ensembl_protein_id=ENSP00000465058|entry=U5S1_HUMAN|source=pfam27|protein_name=116,SEG,31,50,20,tRNA,distal_terminal,acidic_region,Q15029|ensembl_protein_id=ENSP00000465058|entry=U5S1_HUMAN|source=pfam27|protein_name=116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7EJB9|ensembl_protein_id=ENSP00000465105|entry=K7EJB9_HUMAN|source=pfam27|protein_name=Calreticulin,SEG,308,339,32,mRNA,distal_terminal,acidic_region,K7EJB9|ensembl_protein_id=ENSP00000465105|entry=K7EJB9_HUMAN|source=pfam27|protein_name=Calreticulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6W5Y5|ensembl_protein_id=ENSP00000465558|entry=D6W5Y5_HUMAN|source=pfam27;pfam38|protein_name=Cold-inducible,SEG,98,118,21,mRNA,domain_adjacent,rg_rgg_repeat_region,D6W5Y5|ensembl_protein_id=ENSP00000465558|entry=D6W5Y5_HUMAN|source=pfam27;pfam38|protein_name=Cold-inducible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
