protein_accession,method,lcr_start,lcr_end,pfam_accession,pfam_name,domain_start,domain_end,overlap_length,lcr_domain_fraction,domain_lcr_fraction,is_domain_edge
X6RJY0,CAST,6,168,PF04615,Utp14,7,299,162,0.9939,0.5529,True
F8VVL1,CAST,89,126,PF01253,SUI1,112,157,15,0.3947,0.3261,True
Q5T7F5,CAST,26,93,PF01585,G-patch,88,130,6,0.0882,0.1395,True
E7ETK0,CAST,83,131,PF01282,Ribosomal_S24e,5,95,13,0.2653,0.1429,True
P56182,CAST,230,291,PF05997,Nop52,10,327,62,1.0,0.195,False
O15042,CAST,784,1028,PF08312,cwf21,838,884,47,0.1918,1.0,True
O15042,CAST,683,977,PF08312,cwf21,838,884,47,0.1593,1.0,True
Q5T7N2,CAST,361,731,PF02994,Transposase_22,700,795,32,0.0863,0.3333,True
E9PFF5,CAST,330,484,PF12235,FXMRP1_C_core,330,399,70,0.4516,1.0,True
E9PFF5,CAST,394,412,PF12235,FXMRP1_C_core,330,399,6,0.3158,0.0857,True
P47914,CAST,3,136,PF01779,Ribosomal_L29e,3,42,40,0.2985,1.0,True
P62945,CAST,2,25,PF05162,Ribosomal_L41,1,25,24,1.0,0.96,True
E7ET15,CAST,783,1027,PF08312,cwf21,837,883,47,0.1918,1.0,True
E7ET15,CAST,682,976,PF08312,cwf21,837,883,47,0.1593,1.0,True
Q9BTF0,CAST,117,204,PF02926,THUMP,195,256,10,0.1136,0.1613,True
Q9NP92,CAST,119,135,PF07147,PDCD9,1,429,17,1.0,0.0396,False
G5EA06,CAST,241,352,PF10037,MRP-S27,1,356,112,1.0,0.3146,True
E5RHF4,CAST,34,64,PF29471,Ribosomal_uL15_N,42,75,23,0.7419,0.6765,True
Q5TAP6,CAST,217,624,PF04615,Utp14,43,734,408,1.0,0.5896,False
Q5TAP6,CAST,239,335,PF04615,Utp14,43,734,97,1.0,0.1402,False
Q9Y2W1,CAST,2,859,PF15440,THRAP3_BCLAF1,123,792,670,0.7809,1.0,True
Q9Y2W1,CAST,2,188,PF15440,THRAP3_BCLAF1,123,792,66,0.3529,0.0985,True
Q9Y2W1,CAST,346,778,PF15440,THRAP3_BCLAF1,123,792,433,1.0,0.6463,False
Q9Y2W1,CAST,265,276,PF15440,THRAP3_BCLAF1,123,792,12,1.0,0.0179,False
P62851,CAST,4,43,PF03297,Ribosomal_S25,13,112,31,0.775,0.31,True
P62861,CAST,85,115,PF04758,Ribosomal_S30,75,132,31,1.0,0.5345,True
Q8N9N8,CAST,104,163,PF01176,eIF-1a,18,108,5,0.0833,0.0549,True
Q12872,CAST,84,186,PF09750,DRY_EERY,35,155,72,0.699,0.595,True
A0A0C4DGG8,CAST,579,902,PF02037,SAP,621,655,35,0.108,1.0,True
A0A0C4DGG8,CAST,56,133,PF14444,S1-like,132,189,2,0.0256,0.0345,True
A0A0C4DGG8,CAST,188,260,PF14444,S1-like,132,189,2,0.0274,0.0345,True
Q8IWX8,CAST,355,682,PF10477,EIF4E-T,85,360,6,0.0183,0.0217,True
Q8IWX8,CAST,253,350,PF10477,EIF4E-T,85,360,98,1.0,0.3551,True
Q8IWX8,CAST,74,103,PF10477,EIF4E-T,85,360,19,0.6333,0.0688,True
Q8IWX8,CAST,110,156,PF10477,EIF4E-T,85,360,47,1.0,0.1703,False
O95453,CAST,228,263,PF04857,CAF1,4,390,36,1.0,0.093,False
O95453,CAST,228,263,PF01424,R3H,179,243,16,0.4444,0.2462,True
F8VQP2,CAST,148,682,PF06741,LsmAD,144,211,64,0.1196,0.9412,True
F8VQP2,CAST,148,682,PF07145,PAM2,644,660,17,0.0318,1.0,True
F8VQP2,CAST,162,217,PF06741,LsmAD,144,211,50,0.8929,0.7353,True
H3BMQ2,CAST,16,131,PF01246,Ribosomal_L24e,10,48,33,0.2845,0.8462,True
Q12788,CAST,633,656,PF08625,Utp13,654,788,3,0.125,0.0222,True
H3BPE7,CAST,48,510,PF00076,RRM_1,288,366,79,0.1706,1.0,True
H3BPE7,CAST,48,510,PF00641,Zn_ribbon_RanBP,423,454,32,0.0691,1.0,True
Q96J87,CAST,187,295,PF00076,RRM_1,136,198,12,0.1101,0.1905,True
I3L0N7,CAST,32,90,PF08312,cwf21,58,101,33,0.5593,0.75,True
A0A140TA76,CAST,229,291,PF09532,FDF,226,333,63,1.0,0.5833,True
J3QL05,CAST,83,129,PF00076,RRM_1,17,86,4,0.0851,0.0571,True
P61254,CAST,108,145,PF16906,Ribosomal_L26,8,122,15,0.3947,0.1304,True
K7EJ78,CAST,40,66,PF00203,Ribosomal_S19,43,108,24,0.8889,0.3636,True
K7EJB9,CAST,115,348,PF00262,Calreticulin,65,189,75,0.3205,0.6,True
Q9UKJ3,CAST,85,234,PF12171,zf-C2H2_jaz,136,163,28,0.1867,1.0,True
O00267,CAST,725,978,PF00467,KOW,707,737,13,0.0512,0.4194,True
Q9ULX6,CAST,546,613,PF04988,AKAP95,414,549,4,0.0588,0.0294,True
Q9GZY0,CAST,508,584,PF02136,NTF2,393,540,33,0.4286,0.223,True
Q9GZY0,CAST,508,584,PF03943,TAP_C,574,622,11,0.1429,0.2245,True
P08621,CAST,46,85,PF12220,U1snRNP70_N,3,94,40,1.0,0.4348,True
Q96T37,CAST,43,185,PF00076,RRM_1,181,245,5,0.035,0.0769,True
Q96B70,CAST,169,394,PF10469,AKAP7_NLS,320,488,75,0.3319,0.4438,True
Q96B70,CAST,20,44,PF00642,zf-CCCH,44,64,1,0.04,0.0476,True
A0A2R8Y4L2,CAST,195,317,PF11627,HnRNPA1_LC,255,292,38,0.3089,1.0,True
Q9HBD4,CAST,440,717,PF07533,BRK,611,654,44,0.1583,1.0,True
A0A590UJW6,CAST,200,1062,PF00098,zf-CCHC,1045,1060,16,0.0185,1.0,True
A0A8I5KX04,CAST,924,1071,PF20844,PCF11_RFEG_rpt,908,992,69,0.4662,0.8118,True
A0A8I5KX04,CAST,924,1071,PF20844,PCF11_RFEG_rpt,995,1093,77,0.5203,0.7778,True
A0A8I5KX04,CAST,195,243,PF20845,Pcf11_helical,199,236,38,0.7755,1.0,True
A0ABB0MV08,CAST,217,365,PF11627,HnRNPA1_LC,312,350,39,0.2617,1.0,True
A0ACI8RL22,CAST,1138,1325,PF20692,cpSF2-GREB1,711,1395,188,1.0,0.2745,False
A0ACI8PJP7,CAST,147,578,PF16741,mRNA_decap_C,555,595,24,0.0556,0.5854,True
A0ACI8PUZ8,CAST,468,547,PF24385,DSRM_DHX29,431,508,41,0.5125,0.5256,True
A0ACI8PUZ8,CAST,500,514,PF24385,DSRM_DHX29,431,508,9,0.6,0.1154,True
A0ACI8PR05,CAST,158,336,PF17176,tRNA_bind_3,91,171,14,0.0782,0.1728,True
A0ACI8RSP0,CAST,34,64,PF29471,Ribosomal_uL15_N,42,75,23,0.7419,0.6765,True
A0ACI8PX57,CAST,195,375,PF11627,HnRNPA1_LC,307,344,38,0.2099,1.0,True
A0ACI8QLY8,CAST,26,57,PF08143,CBFNT,1,70,32,1.0,0.4571,False
A0ACI8RX58,CAST,138,342,PF04889,Cwf_Cwc_15,246,337,92,0.4488,1.0,True
A0ACI8RX58,CAST,275,301,PF04889,Cwf_Cwc_15,246,337,27,1.0,0.2935,False
A0ACI8RX58,CAST,56,273,PF04889,Cwf_Cwc_15,246,337,28,0.1284,0.3043,True
A0ACI8SL57,CAST,52,162,PF01280,Ribosomal_L19e,3,55,4,0.036,0.0755,True
A0ACI8SL57,CAST,52,162,PF25476,Ribosomal_L19e_C,57,93,37,0.3333,1.0,True
A0ACI8SNF6,CAST,116,153,PF16906,Ribosomal_L26,8,130,15,0.3947,0.122,True
A0ACI8TLM1,CAST,69,106,PF00076,RRM_1,12,71,3,0.0789,0.05,True
A0ACI8TQS2,CAST,720,974,PF04851,ResIII,967,1136,8,0.0314,0.0471,True
A0ACI8TSN5,CAST,175,239,PF14204,Ribosomal_L18_c,191,244,49,0.7538,0.9074,True
A0ACI8TSY6,CAST,1192,1395,PF04146,YTH,1320,1450,76,0.3725,0.5802,True
A0ACI8TXE9,CAST,17,648,PF08072,BDHCT,372,412,41,0.0649,1.0,True
A0ACI8TWM6,CAST,610,887,PF08147,DBP10CT,737,797,61,0.2194,1.0,True
A0ACI8TWM6,CAST,754,904,PF08147,DBP10CT,737,797,44,0.2914,0.7213,True
A0ACI8U1B9,CAST,25,84,PF07528,DZF_N,11,221,60,1.0,0.2844,False
A0ACI8UB86,CAST,111,185,PF06658,DUF1168,68,199,75,1.0,0.5682,False
A0ACI8UES1,CAST,197,244,PF08080,zf-RNPHF,238,273,7,0.1458,0.1944,True
A0ACI8UTL7,CAST,57,400,PF00076,RRM_1,10,80,24,0.0698,0.338,True
A0ACI8UTL7,CAST,57,400,PF08081,RBM1CTR,173,217,45,0.1308,1.0,True
A0ACI8V583,CAST,163,326,PF00076,RRM_1,99,167,5,0.0305,0.0725,True
A6NEQ0,CAST,44,494,PF00076,RRM_1,10,79,36,0.0798,0.5143,True
A6NEQ0,CAST,44,494,PF08081,RBM1CTR,174,218,45,0.0998,1.0,True
O43251,CAST,272,378,PF12414,Fox-1_C,265,362,91,0.8505,0.9286,True
O43395,CAST,442,535,PF08572,PRP3,308,521,80,0.8511,0.3738,True
O43395,CAST,68,124,PF01480,PWI,9,77,10,0.1754,0.1449,True
O43426,CAST,982,1529,PF08952,DUF1866,867,1006,25,0.0456,0.1786,True
P09651,CAST,195,369,PF11627,HnRNPA1_LC,307,344,38,0.2171,1.0,True
P0DJD3,CAST,44,494,PF00076,RRM_1,10,79,36,0.0798,0.5143,True
P0DJD3,CAST,44,494,PF08081,RBM1CTR,174,218,45,0.0998,1.0,True
P23588,CAST,163,440,PF00076,RRM_1,99,167,5,0.018,0.0725,True
P26651,CAST,21,296,PF00642,zf-CCCH,104,129,26,0.0942,1.0,True
P26651,CAST,21,296,PF14608,zf-CCCH_2,108,129,22,0.0797,1.0,True
P26651,CAST,21,296,PF00642,zf-CCCH,142,168,27,0.0978,1.0,True
P35637,CAST,48,509,PF00076,RRM_1,287,365,79,0.171,1.0,True
P35637,CAST,48,509,PF00641,Zn_ribbon_RanBP,422,453,32,0.0693,1.0,True
P38159,CAST,57,389,PF00076,RRM_1,10,80,24,0.0721,0.338,True
P38159,CAST,57,389,PF08081,RBM1CTR,173,217,45,0.1351,1.0,True
P51114,CAST,379,593,PF12235,FXMRP1_C_core,379,448,70,0.3256,1.0,True
P51114,CAST,443,461,PF12235,FXMRP1_C_core,379,448,6,0.3158,0.0857,True
Q01130,CAST,83,207,PF00076,RRM_1,17,86,4,0.032,0.0571,True
Q01844,CAST,472,640,PF00641,Zn_ribbon_RanBP,518,548,31,0.1834,1.0,True
Q01844,CAST,546,559,PF00641,Zn_ribbon_RanBP,518,548,3,0.2143,0.0968,True
Q15020,CAST,6,104,PF05843,Suf,98,274,7,0.0707,0.0395,True
Q15020,CAST,919,957,PF05391,Lsm_interact,944,962,14,0.359,0.7368,True
Q15459,CAST,230,367,PF12230,PRP21_like_P,233,472,135,0.9783,0.5625,True
Q15459,CAST,369,407,PF12230,PRP21_like_P,233,472,39,1.0,0.1625,False
Q15459,CAST,2,47,PF01805,Surp,45,107,3,0.0652,0.0476,True
Q15459,CAST,102,139,PF01805,Surp,45,107,6,0.1579,0.0952,True
Q86VM9,CAST,5,517,PF00642,zf-CCCH,221,243,23,0.0448,1.0,True
Q8IX12,CAST,594,917,PF02037,SAP,636,670,35,0.108,1.0,True
Q8IX12,CAST,56,357,PF14444,S1-like,147,204,58,0.1921,1.0,True
Q8N1G2,CAST,26,93,PF01585,G-patch,88,130,6,0.0882,0.1395,True
Q8N2M8,CAST,146,278,PF09750,DRY_EERY,40,169,24,0.1805,0.1846,True
Q9BXP5,CAST,760,828,PF04959,ARS2,646,851,69,1.0,0.335,False
Q9HCJ0,CAST,2,1913,PF10427,Ago_hook,1035,1148,114,0.0596,1.0,True
Q9HCJ0,CAST,2,1913,PF00076,RRM_1,1762,1825,64,0.0335,1.0,True
Q9UQ35,CAST,32,134,PF08312,cwf21,58,101,44,0.4272,1.0,True
Q7Z417,SEG_strict,372,385,PF15293,NUFIP2,89,688,14,1.0,0.0233,False
Q4ZG55,SEG_strict,1216,1231,PF20692,cpSF2-GREB1,658,1377,16,1.0,0.0222,False
Q9UKA9,SEG_strict,314,323,PF13893,RRM_5,321,434,3,0.3,0.0263,True
Q06787,SEG_strict,526,548,PF12235,FXMRP1_C_core,420,542,17,0.7391,0.1382,True
P05388,SEG_strict,275,295,PF00428,Ribosomal_60s,231,316,21,1.0,0.2442,False
Q9NYF8,SEG_strict,120,150,PF15440,THRAP3_BCLAF1,108,761,31,1.0,0.0474,False
Q9NYF8,SEG_strict,748,763,PF15440,THRAP3_BCLAF1,108,761,14,0.875,0.0214,True
Q66PJ3,SEG_strict,73,97,PF10500,SR-25,7,235,25,1.0,0.1092,False
Q66PJ3,SEG_strict,100,127,PF10500,SR-25,7,235,28,1.0,0.1223,False
P51825,SEG_strict,469,493,PF05110,AF-4,8,520,25,1.0,0.0487,False
Q99613,SEG_strict,215,229,PF05470,eIF-3c_N,31,705,15,1.0,0.0222,False
Q96QR8,SEG_strict,200,213,PF04845,PurA,31,279,14,1.0,0.0562,False
Q52LJ0,SEG_strict,330,385,PF10239,DUF2465,35,330,1,0.0179,0.0034,True
Q5RKV6,SEG_strict,156,171,PF01138,RNase_PH,36,175,16,1.0,0.1143,True
Q9NP92,SEG_strict,118,135,PF07147,PDCD9,1,429,18,1.0,0.042,False
Q9Y2W1,SEG_strict,145,167,PF15440,THRAP3_BCLAF1,123,792,23,1.0,0.0343,False
Q8IWX8,SEG_strict,329,342,PF10477,EIF4E-T,85,360,14,1.0,0.0507,False
Q8IWX8,SEG_strict,352,373,PF10477,EIF4E-T,85,360,9,0.4091,0.0326,True
A0ACI8PX57,SEG_strict,290,310,PF11627,HnRNPA1_LC,307,344,4,0.1905,0.1053,True
A0ACI8QLY8,SEG_strict,29,45,PF08143,CBFNT,1,70,17,1.0,0.2429,False
A0ACI8RX58,SEG_strict,273,310,PF04889,Cwf_Cwc_15,246,337,38,1.0,0.413,False
O43251,SEG_strict,333,347,PF12414,Fox-1_C,265,362,15,1.0,0.1531,False
P09651,SEG_strict,290,310,PF11627,HnRNPA1_LC,307,344,4,0.1905,0.1053,True
Q15459,SEG_strict,253,267,PF12230,PRP21_like_P,233,472,15,1.0,0.0625,False
Q9UJK0,fLPS_strict,71,92,PF04068,Fer4_RLI,60,92,22,1.0,0.6667,True
P82673,fLPS_strict,232,259,PF10213,MRP-S28,147,235,4,0.1429,0.0449,True
Q9H6S0,fLPS_strict,736,756,PF00271,Helicase_C,613,743,8,0.381,0.0611,True
Q9H6S0,fLPS_strict,252,262,PF00270,DEAD,198,352,11,1.0,0.071,False
Q9H6S0,fLPS_strict,242,281,PF00270,DEAD,198,352,40,1.0,0.2581,False
Q9H6S0,fLPS_strict,249,267,PF00270,DEAD,198,352,19,1.0,0.1226,False
Q9H000,fLPS_strict,171,196,PF00642,zf-CCCH,169,191,21,0.8077,0.913,True
Q9BRR8,fLPS_strict,174,181,PF01585,G-patch,154,176,3,0.375,0.1304,True
P46782,fLPS_strict,74,78,PF00177,Ribosomal_S7,46,204,5,1.0,0.0314,False
Q9UNQ2,fLPS_strict,198,217,PF00398,RrnaAD,30,255,20,1.0,0.0885,False
Q9UNQ2,fLPS_strict,34,49,PF00398,RrnaAD,30,255,16,1.0,0.0708,True
Q9H501,fLPS_strict,787,818,PF08159,NUC153,759,787,1,0.0312,0.0345,True
Q9H501,fLPS_strict,781,818,PF08159,NUC153,759,787,7,0.1842,0.2414,True
Q9UJA5,fLPS_strict,148,153,PF04189,Gcd10p,20,254,6,1.0,0.0255,False
Q9UJA5,fLPS_strict,203,221,PF04189,Gcd10p,20,254,19,1.0,0.0809,False
Q9UJA5,fLPS_strict,200,235,PF04189,Gcd10p,20,254,36,1.0,0.1532,False
P26640,fLPS_strict,709,727,PF00133,tRNA-synt_1,309,939,19,1.0,0.0301,False
P26640,fLPS_strict,1062,1102,PF08264,Anticodon_1,984,1132,41,1.0,0.2752,False
P26640,fLPS_strict,309,313,PF00133,tRNA-synt_1,309,939,5,1.0,0.0079,True
P26640,fLPS_strict,686,692,PF00133,tRNA-synt_1,309,939,7,1.0,0.0111,False
Q9Y3I0,fLPS_strict,404,426,PF01139,RtcB,68,505,23,1.0,0.0525,False
O00178,fLPS_strict,301,307,PF00009,GTP_EFTU,162,383,7,1.0,0.0315,False
Q6NTF7,fLPS_strict,73,88,PF08210,AID,28,179,16,1.0,0.1053,False
O15371,fLPS_strict,95,112,PF05091,eIF-3_zeta,4,521,18,1.0,0.0347,False
O15371,fLPS_strict,226,230,PF05091,eIF-3_zeta,4,521,5,1.0,0.0097,False
O15371,fLPS_strict,116,156,PF05091,eIF-3_zeta,4,521,41,1.0,0.0792,False
Q7RTV0,fLPS_strict,11,85,PF03660,PHF5,11,104,75,1.0,0.7979,True
O75132,fLPS_strict,791,795,PF27041,ZBED1_RNase-like,731,816,5,1.0,0.0581,False
Q13686,fLPS_strict,268,278,PF13532,2OG-FeII_Oxy_2,101,344,11,1.0,0.0451,False
Q13686,fLPS_strict,290,314,PF13532,2OG-FeII_Oxy_2,101,344,25,1.0,0.1025,False
Q4VXU2,fLPS_strict,302,308,PF00076,RRM_1,296,363,7,1.0,0.1029,True
Q4VXU2,fLPS_strict,259,290,PF00076,RRM_1,193,261,3,0.0938,0.0435,True
P60228,fLPS_strict,127,152,PF09440,eIF3_N,5,138,12,0.4615,0.0896,True
P14866,fLPS_strict,335,382,PF13893,RRM_5,357,480,26,0.5417,0.2097,True
P14866,fLPS_strict,318,364,PF13893,RRM_5,357,480,8,0.1702,0.0645,True
P14866,fLPS_strict,311,378,PF13893,RRM_5,357,480,22,0.3235,0.1774,True
Q15428,fLPS_strict,206,212,PF16835,SF3A2,112,206,1,0.1429,0.0105,True
Q9NW13,fLPS_strict,347,353,PF00076,RRM_1,337,394,7,1.0,0.1207,True
Q9BYC8,fLPS_strict,84,95,PF01783,Ribosomal_L32p,79,130,12,1.0,0.2308,True
Q9BYC8,fLPS_strict,110,131,PF01783,Ribosomal_L32p,79,130,21,0.9545,0.4038,True
Q7Z333,fLPS_strict,2018,2032,PF00580,UvrD-helicase,1955,2210,15,1.0,0.0586,False
Q7Z333,fLPS_strict,2143,2151,PF00580,UvrD-helicase,1955,2210,9,1.0,0.0352,False
Q9H6R0,fLPS_strict,351,366,PF00271,Helicase_C,286,408,16,1.0,0.1301,False
Q7Z417,fLPS_strict,373,415,PF15293,NUFIP2,89,688,43,1.0,0.0717,False
Q7Z417,fLPS_strict,339,344,PF15293,NUFIP2,89,688,6,1.0,0.01,False
Q7Z417,fLPS_strict,136,166,PF15293,NUFIP2,89,688,31,1.0,0.0517,False
P84098,fLPS_strict,60,117,PF25476,Ribosomal_L19e_C,57,145,58,1.0,0.6517,True
Q9NY12,fLPS_strict,148,168,PF04410,Gar1,70,158,11,0.5238,0.1236,True
Q9H6F5,fLPS_strict,274,314,PF03879,Cgr1,237,338,41,1.0,0.402,False
Q9H6F5,fLPS_strict,212,252,PF03879,Cgr1,237,338,16,0.3902,0.1569,True
Q9H6F5,fLPS_strict,327,334,PF03879,Cgr1,237,338,8,1.0,0.0784,True
Q9H6F5,fLPS_strict,288,292,PF03879,Cgr1,237,338,5,1.0,0.049,False
Q9H6F5,fLPS_strict,273,317,PF03879,Cgr1,237,338,45,1.0,0.4412,False
A0A499FI31,fLPS_strict,943,966,PF05391,Lsm_interact,962,980,5,0.2083,0.2632,True
A0A499FI31,fLPS_strict,82,103,PF05843,Suf,98,424,6,0.2727,0.0183,True
A0A499FI31,fLPS_strict,195,202,PF05843,Suf,98,424,8,1.0,0.0245,False
A0A499FI31,fLPS_strict,833,837,PF00076,RRM_1,821,889,5,1.0,0.0725,False
Q9Y6K5,fLPS_strict,663,667,PF10421,OAS1_C,560,744,5,1.0,0.027,False
Q13242,fLPS_strict,81,112,PF00076,RRM_1,16,83,3,0.0938,0.0441,True
Q9NQE9,fLPS_strict,143,147,PF11969,DcpS_C,48,157,5,1.0,0.0455,True
C9IY40,fLPS_strict,83,99,PF00181,Ribosomal_L2_N,78,164,17,1.0,0.1954,True
P54136,fLPS_strict,449,453,PF00750,tRNA-synt_1d,174,520,5,1.0,0.0144,False
O60739,fLPS_strict,56,66,PF01253,SUI1,28,102,11,1.0,0.1467,False
P19525,fLPS_strict,60,81,PF00035,dsrm,13,75,16,0.7273,0.254,True
Q4ZG55,fLPS_strict,1214,1232,PF20692,cpSF2-GREB1,658,1377,19,1.0,0.0264,False
Q4ZG55,fLPS_strict,1109,1146,PF20692,cpSF2-GREB1,658,1377,38,1.0,0.0528,False
Q4ZG55,fLPS_strict,1161,1200,PF20692,cpSF2-GREB1,658,1377,40,1.0,0.0556,False
Q4ZG55,fLPS_strict,762,782,PF20692,cpSF2-GREB1,658,1377,21,1.0,0.0292,False
Q4ZG55,fLPS_strict,1109,1146,PF20692,cpSF2-GREB1,658,1377,38,1.0,0.0528,False
Q03701,fLPS_strict,624,651,PF03914,CBF,523,731,28,1.0,0.134,False
Q03701,fLPS_strict,642,677,PF03914,CBF,523,731,36,1.0,0.1722,False
Q03701,fLPS_strict,624,672,PF03914,CBF,523,731,49,1.0,0.2344,False
Q99848,fLPS_strict,224,258,PF05890,Ebp2,47,298,35,1.0,0.1389,False
O95926,fLPS_strict,76,109,PF08231,SYF2,91,238,19,0.5588,0.1284,True
O95926,fLPS_strict,114,118,PF08231,SYF2,91,238,5,1.0,0.0338,False
O95926,fLPS_strict,69,118,PF08231,SYF2,91,238,28,0.56,0.1892,True
Q9UKF6,fLPS_strict,649,670,PF11718,CPSF73-100_C,479,682,22,1.0,0.1078,False
Q9BWT3,fLPS_strict,502,506,PF04926,PAP_RNA-bind,424,506,5,1.0,0.0602,True
Q13148,fLPS_strict,210,234,PF00076,RRM_1,193,241,25,1.0,0.5102,True
Q96QD9,fLPS_strict,52,97,PF07078,FYTT,12,318,46,1.0,0.1498,False
Q96QD9,fLPS_strict,59,76,PF07078,FYTT,12,318,18,1.0,0.0586,False
Q96QD9,fLPS_strict,48,97,PF07078,FYTT,12,318,50,1.0,0.1629,False
Q06265,fLPS_strict,145,156,PF01138,RNase_PH,32,163,12,1.0,0.0909,True
P09012,fLPS_strict,20,28,PF00076,RRM_1,12,82,9,1.0,0.1268,True
Q13247,fLPS_strict,174,279,PF00076,RRM_1,112,177,4,0.0377,0.0606,True
Q13247,fLPS_strict,64,95,PF00076,RRM_1,4,64,1,0.0312,0.0164,True
Q8WVK2,fLPS_strict,69,102,PF08648,SNRNP27,98,153,5,0.1471,0.0893,True
Q8WVK2,fLPS_strict,103,107,PF08648,SNRNP27,98,153,5,1.0,0.0893,True
Q8WVK2,fLPS_strict,68,105,PF08648,SNRNP27,98,153,8,0.2105,0.1429,True
O00566,fLPS_strict,109,137,PF04006,Mpp10,25,594,29,1.0,0.0509,False
O00566,fLPS_strict,555,612,PF04006,Mpp10,25,594,40,0.6897,0.0702,True
O00566,fLPS_strict,209,246,PF04006,Mpp10,25,594,38,1.0,0.0667,False
O00566,fLPS_strict,292,319,PF04006,Mpp10,25,594,28,1.0,0.0491,False
O00566,fLPS_strict,225,245,PF04006,Mpp10,25,594,21,1.0,0.0368,False
O00566,fLPS_strict,268,294,PF04006,Mpp10,25,594,27,1.0,0.0474,False
O00566,fLPS_strict,310,314,PF04006,Mpp10,25,594,5,1.0,0.0088,False
O00566,fLPS_strict,168,176,PF04006,Mpp10,25,594,9,1.0,0.0158,False
O00566,fLPS_strict,517,522,PF04006,Mpp10,25,594,6,1.0,0.0105,False
O00566,fLPS_strict,75,92,PF04006,Mpp10,25,594,18,1.0,0.0316,False
O00566,fLPS_strict,125,145,PF04006,Mpp10,25,594,21,1.0,0.0368,False
O00566,fLPS_strict,109,153,PF04006,Mpp10,25,594,45,1.0,0.0789,False
O00566,fLPS_strict,574,597,PF04006,Mpp10,25,594,21,0.875,0.0368,True
O00566,fLPS_strict,209,246,PF04006,Mpp10,25,594,38,1.0,0.0667,False
O00566,fLPS_strict,268,320,PF04006,Mpp10,25,594,53,1.0,0.093,False
Q96EU6,fLPS_strict,169,205,PF06102,RRP36,90,252,37,1.0,0.227,False
Q96EU6,fLPS_strict,241,252,PF06102,RRP36,90,252,12,1.0,0.0736,True
Q96EU6,fLPS_strict,147,158,PF06102,RRP36,90,252,12,1.0,0.0736,False
Q5JTZ9,fLPS_strict,721,730,PF07973,tRNA_SAD,721,778,10,1.0,0.1724,True
Q5JTZ9,fLPS_strict,351,359,PF01411,tRNA-synt_2c,42,623,9,1.0,0.0155,False
Q5JTZ9,fLPS_strict,36,45,PF01411,tRNA-synt_2c,42,623,4,0.4,0.0069,True
Q5JTZ9,fLPS_strict,376,380,PF01411,tRNA-synt_2c,42,623,5,1.0,0.0086,False
Q5JTZ9,fLPS_strict,414,424,PF01411,tRNA-synt_2c,42,623,11,1.0,0.0189,False
Q9Y235,fLPS_strict,51,56,PF08210,AID,52,219,5,0.8333,0.0298,True
Q9BZI7,fLPS_strict,138,146,PF03467,Smg4_UPF3,51,208,9,1.0,0.057,False
Q9BZI7,fLPS_strict,205,269,PF03467,Smg4_UPF3,51,208,4,0.0615,0.0253,True
Q92797,fLPS_strict,1043,1060,PF12295,Symplekin_C,887,1068,18,1.0,0.0989,True
P08579,fLPS_strict,165,169,PF00076,RRM_1,153,212,5,1.0,0.0833,False
P08579,fLPS_strict,129,163,PF00076,RRM_1,153,212,11,0.3143,0.1833,True
Q9Y3A5,fLPS_strict,184,195,PF20268,SBDS_C,172,239,12,1.0,0.1765,False
Q8IWZ8,fLPS_strict,574,605,PF01585,G-patch,563,606,32,1.0,0.7273,True
Q8IWZ8,fLPS_strict,166,187,PF01805,Surp,184,248,4,0.1818,0.0615,True
Q8IWZ8,fLPS_strict,569,573,PF01585,G-patch,563,606,5,1.0,0.1136,True
P21506,fLPS_strict,419,427,PF00096,zf-C2H2,405,427,9,1.0,0.3913,True
P21506,fLPS_strict,490,494,PF00096,zf-C2H2,489,511,5,1.0,0.2174,True
P51116,fLPS_strict,468,541,PF12235,FXMRP1_C_core,364,491,24,0.3243,0.1875,True
P51116,fLPS_strict,426,444,PF12235,FXMRP1_C_core,364,491,19,1.0,0.1484,False
P51116,fLPS_strict,414,418,PF12235,FXMRP1_C_core,364,491,5,1.0,0.0391,False
P51116,fLPS_strict,460,501,PF12235,FXMRP1_C_core,364,491,32,0.7619,0.25,True
P51116,fLPS_strict,389,408,PF12235,FXMRP1_C_core,364,491,20,1.0,0.1562,False
P51116,fLPS_strict,432,437,PF12235,FXMRP1_C_core,364,491,6,1.0,0.0469,False
P51116,fLPS_strict,463,552,PF12235,FXMRP1_C_core,364,491,29,0.3222,0.2266,True
P51116,fLPS_strict,426,444,PF12235,FXMRP1_C_core,364,491,19,1.0,0.1484,False
Q8IX18,fLPS_strict,332,336,PF00271,Helicase_C,268,400,5,1.0,0.0376,False
Q7Z478,fLPS_strict,501,508,PF24385,DSRM_DHX29,431,508,8,1.0,0.1026,True
Q7Z478,fLPS_strict,978,998,PF00271,Helicase_C,864,985,8,0.381,0.0656,True
Q7Z478,fLPS_strict,589,593,PF00270,DEAD,580,739,5,1.0,0.0312,True
Q9H5Z1,fLPS_strict,378,382,PF00271,Helicase_C,262,397,5,1.0,0.0368,False
Q96DF8,fLPS_strict,132,143,PF09751,Es2,34,401,12,1.0,0.0326,False
Q96DF8,fLPS_strict,98,105,PF09751,Es2,34,401,8,1.0,0.0217,False
Q96DF8,fLPS_strict,185,189,PF09751,Es2,34,401,5,1.0,0.0136,False
