uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_pam_k7,cluster_hierarchical_k7,cluster_pam_k8,cluster_hierarchical_k8,cluster_pam_k9,cluster_hierarchical_k9,cluster_pam_k10,cluster_hierarchical_k10,cluster_hdbscan,hdbscan_confidence
A0A8I5KVU2,1735.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,6,4,6,4,6,5,6,6,-1,0.0
A0A8V8TR54,2114.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0A994J6B2,331.0,unknown,LCRFinder,0,2,2,2,2,3,2,3,2,3,2,3,0,3,0,4,2,5,-1,0.0
A0ABB0MN55,322.0,mRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,0,4,3,4,3,5,0,6,-1,0.0
A0A994J7T5,750.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A0AA34QW03,678.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,6,5,6,6,6,7,6,8,-1,0.0
Q5T890,1561.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ABB0MV08,369.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
A0ABB0MVJ3,604.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8Q0P4,829.0,unknown,LCRFinder,1,2,1,2,3,3,4,3,4,4,3,5,3,6,3,7,3,8,-1,0.0
A0ACI8P9Y7,1707.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
A0ACI8RQX4,1349.0,unknown,LCRFinder,1,2,1,2,1,3,0,3,0,4,1,4,1,4,1,5,1,6,-1,0.0
A0ACI8RL22,1967.0,unknown,LCRFinder,0,2,0,2,1,3,0,3,3,4,0,5,6,6,6,7,0,8,-1,0.0
A0ACI8S0C5,927.0,unknown,LCRFinder,1,2,1,2,0,3,3,3,3,3,6,3,6,3,6,4,6,5,-1,0.0
A0ACI8UGJ8,626.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.926747682283394
A0ACI8Q806,498.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,0,6,-1,0.0
A0ACI8QTQ5,1388.0,diverse,LCRFinder,1,2,1,2,3,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
A0ACI8RI26,764.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A0ACI8PUZ8,1375.0,unknown,LCRFinder,1,2,1,2,2,3,1,3,1,4,6,5,6,6,6,7,6,8,-1,0.0
A0ACI8PX57,378.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
A0ACI8RLL6,729.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,5,4,5,4,6,5,6,6,-1,0.0
A0ACI8R3H8,616.0,unknown,LCRFinder,0,2,0,2,2,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
A0ACI8PT71,1306.0,unknown,LCRFinder,1,2,2,2,1,3,4,3,4,4,4,5,7,6,7,7,7,8,-1,0.0
A0ACI8S5H4,1122.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8PVP6,744.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,2,6,2,7,4,8,-1,0.0
A0ACI8RMB5,1003.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8QLY8,321.0,unknown,LCRFinder,0,2,0,2,3,3,4,3,4,4,3,5,3,6,3,7,3,8,-1,0.0
A0ACI8QUJ1,752.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A0ACI8SAU3,2066.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,4,1,4,1,5,1,6,-1,0.0
A0ACI8QHW6,749.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,3,4,0,5,2,6,2,7,4,8,-1,0.0
A0ACI8SBH9,480.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
A0ACI8RX58,750.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8RCQ9,534.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A0ACI8QNN6,701.0,unknown,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
A0ACI8RR28,918.0,unknown,LCRFinder,0,2,2,2,2,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
A0ACI8QU73,864.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8R7A3,356.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8QY88,715.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8SEY7,629.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.8588980043561145
A0ACI8S113,1253.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,8,7,8,8,-1,0.0
A0ACI8S5T8,488.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,2,0.6656534687754848
A0ACI8SPJ0,2147.0,snRNA,LCRFinder,1,2,2,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8SQV4,211.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
A0ACI8SXP5,451.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,0,6,-1,0.0
A0ACI8SYT5,674.0,unknown,LCRFinder,0,2,0,2,3,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
A0ACI8T6P5,600.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A0ACI8T823,380.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8T7F0,1068.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
A0ACI8T9E2,234.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A0ACI8TFG6,1552.0,tRNA,LCRFinder,1,2,1,2,1,3,1,3,5,4,1,5,1,6,5,7,5,8,-1,0.0
A0ACI8TJP2,2207.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A0ACI8TLS0,550.0,unknown,LCRFinder,0,2,2,2,2,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
A0ACI8TLG3,1044.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,0,4,0,5,4,6,-1,0.0
A0ACI8TLM1,106.0,unknown,LCRFinder,0,2,2,2,3,3,3,3,5,3,5,3,0,3,8,4,8,4,-1,0.0
A0ACI8TML7,1201.0,unknown,LCRFinder,1,2,1,2,0,3,4,3,4,4,1,5,2,6,2,7,4,8,-1,0.0
A0ACI8TMU3,1055.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,0,6,-1,0.0
A0ACI8TQP9,2591.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8TQS2,3008.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8TS18,1048.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8TUA9,638.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8TSY6,1461.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,2,6,-1,0.0
A0ACI8TUB7,259.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,3,4,2,5,4,6,4,7,9,8,-1,0.0
A0ACI8TXE9,1448.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8TWM6,905.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8U1B9,902.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,0,6,-1,0.0
A0ACI8U399,786.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8U6C5,1066.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8U804,2104.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
A0ACI8U7J9,978.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,-1,0.0
A0ACI8UB86,209.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8UES1,422.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
A0ACI8UNX3,1077.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8UMC2,837.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
A0ACI8UTL7,402.0,unknown,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
A0ACI8V0W0,822.0,unknown,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,0,5,3,6,-1,0.0
A0ACI8UZB3,1252.0,unknown,LCRFinder,1,2,1,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
A0ACI8V583,621.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8VA32,1280.0,unknown,LCRFinder,1,2,1,2,3,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
A0ACI8V6J3,1329.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8VCM9,1180.0,unknown,LCRFinder,1,2,1,2,3,3,1,3,1,4,3,5,3,6,3,7,3,8,-1,0.0
A0ACI8VFS1,923.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,2,6,2,7,4,8,-1,0.0
A0ACI8VAV8,1149.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8VD15,1437.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0ACI8VQD2,1043.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A0ACI8VSD4,674.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.6103238810901588
A0A087WZ13,739.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A0ACI8PHD2,261.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A6NEQ0,496.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,0,6,-1,0.0
A6NFN3,312.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,2,0.607151431174086
O15056,1496.0,unknown,LCRFinder,0,2,0,2,2,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
O15504,423.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,0,6,-1,0.0
O43251,390.0,mRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,0,4,3,4,3,5,3,6,-1,0.0
O43395,683.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O43426,1573.0,unknown,LCRFinder,0,2,0,2,1,3,0,3,0,4,1,5,1,6,1,7,1,8,-1,0.0
O60318,1980.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
O60603,784.0,unknown,LCRFinder,0,2,2,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
O75152,810.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,6,5,6,6,6,7,6,8,-1,0.0
O75494,262.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
O75525,346.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
O94886,807.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
O95319,508.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,4,6,-1,0.0
P07910,306.0,mRNA,LCRFinder,1,2,2,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
P09651,372.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
P0DJD3,496.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,0,6,-1,0.0
P10155,538.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
P11940,636.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
P18615,380.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P22087,321.0,snRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
P23588,611.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P26651,326.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,0,4,0,5,0,6,-1,0.0
P29558,406.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.6888082382826549
P33240,577.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.9288640825804422
P35637,526.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
P38159,391.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
P42694,1942.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,3,4,2,4,2,5,4,6,-1,0.0
P43243,847.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,2,6,2,7,4,8,-1,0.0
P51114,621.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
P52824,942.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
P62306,86.0,snRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.9249717620484214
P63162,240.0,snRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.6698605922433254
P78563,741.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
P84103,164.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,0,3,5,3,5,3,8,4,8,4,-1,0.0
Q01130,221.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q01844,656.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q05519,484.0,mRNA,LCRFinder,1,2,1,2,3,3,1,3,1,3,3,3,3,3,8,4,8,4,-1,0.0
Q07352,338.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,2,0.7175964346577168
Q13117,558.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
Q14011,172.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,0,6,-1,0.0
Q14671,1186.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,3,4,2,4,2,5,4,6,-1,0.0
Q15007,396.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.7216740986409804
Q15020,963.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q15056,248.0,mRNA,LCRFinder,1,2,2,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q15459,793.0,snRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,3,8,-1,0.0
Q16587,644.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,3,8,-1,0.0
Q16629,238.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q460N5,1801.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q53GL7,1025.0,unknown,LCRFinder,0,2,2,2,2,3,2,3,2,4,6,5,6,6,6,7,6,8,-1,0.0
Q5VUG0,894.0,unknown,LCRFinder,1,2,2,2,2,3,3,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q5VV67,1664.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q659C4,914.0,mRNA,LCRFinder,0,2,2,2,2,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
Q69YN4,1812.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q6P087,351.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q6PJT7,736.0,mRNA,LCRFinder,0,2,0,2,2,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q6XE24,437.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,0,4,0,5,3,6,2,0.6501274893057467
Q7Z2W4,902.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q7Z739,585.0,mRNA,LCRFinder,1,2,1,2,1,3,0,3,0,4,1,5,1,6,1,7,0,8,-1,0.0
Q86SG3,579.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.7935081291178971
Q86VM9,953.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,8,7,8,8,-1,0.0
Q8IX01,1082.0,mRNA,LCRFinder,1,2,1,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q8IX12,1150.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q8IXM6,262.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q8IYB3,904.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,3,1,3,1,3,8,4,8,4,-1,0.0
Q8IZD0,417.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
Q8N2M8,674.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,3,1,3,1,3,8,4,8,4,-1,0.0
Q8N684,471.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q8TB72,1066.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,3,5,2,6,2,7,0,8,-1,0.0
Q8TBZ6,339.0,tRNA,LCRFinder,1,2,2,2,2,3,3,3,3,4,5,5,5,6,5,7,5,8,-1,0.0
Q8TC92,643.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q8WXF1,523.0,ncRNA,LCRFinder,1,2,1,2,0,3,1,3,1,4,6,4,6,4,6,5,6,6,-1,0.0
Q96AE4,644.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,0,6,-1,0.0
Q96DH6,328.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q96EV2,1170.0,mRNA,LCRFinder,0,2,2,2,3,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q96MU7,727.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,3,4,2,5,4,6,4,7,9,8,-1,0.0
Q96N46,770.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,4,1,4,1,5,1,6,-1,0.0
Q96PZ0,661.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
Q96S44,253.0,tRNA,LCRFinder,1,2,2,2,3,3,1,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q99973,2627.0,ncRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q9BXP5,876.0,ncRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q9BYJ9,559.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,6,5,6,6,6,7,6,8,-1,0.0
Q9C0B0,810.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q9H4Z3,704.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
Q9H6E5,874.0,snRNA,LCRFinder,1,2,1,2,3,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q9HCJ0,1936.0,mRNA,LCRFinder,1,1,1,1,1,2,0,2,0,2,1,2,1,2,1,3,0,3,-1,0.0
Q9NQ94,594.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.945503581820065
Q9NR56,388.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,2,0.7578232008923917
Q9NWB1,397.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q9NXW9,302.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.964963176686741
Q9P2K5,600.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9UGR2,977.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,2,0.6619992999047432
Q9UJJ7,312.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,3,4,0,5,2,6,2,7,4,8,-1,0.0
Q9UKM9,306.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,-1,0.0
Q9UPT8,1303.0,unknown,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q9UQ35,2752.0,mRNA,LCRFinder,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,8,1,-1,0.0
Q9Y2U8,911.0,snRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
Q9Y580,266.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
