protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q8IY21,1712.0,4,2,87,43.5,0.05081775700934579,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20689655172413793,0.5287356321839081,False
A0A0B4J1V9,884.0,0,1,154,154.0,0.17420814479638008,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05844155844155844,0.461038961038961,False
P83731,157.0,4,1,92,92.0,0.5859872611464968,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2717391304347826,0.4021739130434783,False
O14647,1828.0,3,4,967,241.75,0.5289934354485777,3+,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.0031023784901757943,0.4084798345398138,False
P35269,517.0,0,1,294,294.0,0.5686653771760155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.061224489795918366,0.4421768707482993,False
P46199,727.0,0,2,117,58.5,0.1609353507565337,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.034188034188034205,0.5641025641025641,False
Q9BPZ3,127.0,1,1,50,50.0,0.3937007874015748,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.48,False
Q9BVP2,549.0,4,2,211,105.5,0.3843351548269581,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04265402843601894,0.4976303317535545,False
A8MXP9,895.0,0,2,357,178.5,0.39888268156424583,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08403361344537817,0.33053221288515405,False
Q5T760,491.0,2,2,306,153.0,0.6232179226069247,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1732026143790849,0.5130718954248366,False
P51825,1210.0,0,1,1054,1054.0,0.8710743801652893,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02751423149905123,0.2495256166982922,False
Q14764,893.0,3,1,138,138.0,0.15453527435610304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04347826086956522,0.3623188405797101,False
Q99613,913.0,1,1,190,190.0,0.20810514786418402,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1263157894736842,0.5263157894736842,False
Q96QR8,312.0,2,2,86,43.0,0.27564102564102566,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.06976744186046512,0.16279069767441864,False
Q9P2E3,1918.0,3,3,241,80.33333333333333,0.1256517205422315,3+,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.012448132780082987,0.3278008298755187,False
P50914,215.0,4,1,123,123.0,0.5720930232558139,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2520325203252032,0.3333333333333333,False
Q9Y4F3,1742.0,0,2,201,100.5,0.11538461538461539,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.06467661691542288,0.21393034825870644,False
Q9BSV6,310.0,2,1,88,88.0,0.2838709677419355,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.07954545454545454,0.3068181818181818,False
P62241,208.0,4,1,35,35.0,0.16826923076923078,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2571428571428571,0.6,False
A0A5H1ZRQ2,731.0,2,5,182,36.4,0.24897400820793433,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.4400506035717728e-18,0.15384615384615385,False
Q8NEJ9,315.0,0,2,123,61.5,0.3904761904761905,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.056910569105691054,0.4959349593495935,False
Q8N8A6,666.0,3,1,142,142.0,0.2132132132132132,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0352112676056338,0.3450704225352113,False
Q52LJ0,433.0,2,1,99,99.0,0.22863741339491916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06060606060606061,0.101010101010101,False
Q15397,648.0,4,1,168,168.0,0.25925925925925924,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2083333333333333,0.4226190476190476,False
Q92945,711.0,3,4,316,79.0,0.4444444444444444,3+,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0031645569620253194,0.0791139240506329,False
Q9BRP8,204.0,2,1,113,113.0,0.553921568627451,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07964601769911504,0.3982300884955752,False
Q3L8U1,2897.0,3,4,842,210.5,0.2906454953400069,3+,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0035629453681710298,0.24109263657957244,False
Q6P6C2,394.0,1,2,61,30.5,0.1548223350253807,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06557377049180331,0.32786885245901637,False
Q8IXT5,1001.0,3,1,334,334.0,0.3336663336663337,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08383233532934131,0.49700598802395207,False
Q5TBQ0,296.0,3,1,24,24.0,0.08108108108108109,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.5,False
P57052,281.0,3,1,115,115.0,0.4092526690391459,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03478260869565217,0.2434782608695652,False
B5MCF9,571.0,1,2,177,88.5,0.30998248686514884,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11299435028248588,0.5423728813559322,False
Q9UBB9,837.0,1,2,160,80.0,0.1911589008363202,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08125000000000002,0.45625,False
Q15061,677.0,1,1,78,78.0,0.11521418020679468,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5384615384615384,0.6666666666666666,False
Q86XN8,651.0,2,3,425,141.66666666666666,0.65284178187404,3+,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.05411764705882355,0.14352941176470585,False
Q15796,467.0,2,1,19,19.0,0.04068522483940043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05263157894736842,0.1578947368421053,False
Q12906,894.0,4,3,330,110.0,0.3691275167785235,3+,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.006060606060606044,0.18181818181818182,False
Q9NRJ5,637.0,2,2,131,65.5,0.20565149136577707,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.007633587786259542,0.12977099236641215,False
Q9UPQ9,1833.0,3,2,1717,858.5,0.9367157665030006,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.008153756552125802,0.17588817705299944,False
Q9NVR5,837.0,3,2,218,109.0,0.26045400238948624,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05963302752293578,0.22477064220183482,False
Q9BY44,585.0,0,1,120,120.0,0.20512820512820512,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09166666666666666,0.3583333333333333,False
Q5U5Q3,659.0,2,3,389,129.66666666666666,0.590288315629742,3+,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-0.08226221079691519,0.17994858611825193,False
Q8N201,2190.0,1,2,61,30.5,0.027853881278538814,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.180327868852459,0.5081967213114754,False
Q99575,1024.0,4,2,90,45.0,0.087890625,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.4777777777777778,False
B5MCU0,990.0,0,6,576,96.0,0.5818181818181818,3+,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.001736111111111111,0.2065972222222222,False
G5E9G0,351.0,4,1,41,41.0,0.1168091168091168,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2682926829268293,0.5121951219512195,False
P42696,430.0,4,2,186,93.0,0.4325581395348837,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.15591397849462366,0.42473118279569894,False
Q14966,1978.0,0,2,1452,726.0,0.7340748230535895,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.013774104683195593,0.3181818181818182,False
A0A7N4I394,994.0,0,3,648,216.0,0.6519114688128773,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.007716049382716044,0.3873456790123457,False
Q8N5P1,291.0,3,1,193,193.0,0.6632302405498282,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06217616580310881,0.38341968911917096,False
Q9Y4B4,1467.0,0,2,310,155.0,0.2113156100886162,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.14193548387096772,0.34838709677419355,False
Q8WVV9,542.0,1,2,56,28.0,0.1033210332103321,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.14285714285714282,0.42857142857142855,False
B8ZZ98,158.0,1,2,120,60.0,0.759493670886076,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19166666666666668,0.6583333333333333,False
Q96N16,626.0,0,1,583,583.0,0.9313099041533547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02401372212692967,0.3979416809605489,False
P61129,1189.0,3,5,513,102.6,0.4314550042052145,3+,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.005847953216374272,0.2787524366471735,False
C9JAB2,235.0,1,1,114,114.0,0.4851063829787234,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3859649122807017,0.4035087719298245,False
O75923,2080.0,3,2,83,41.5,0.03990384615384615,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14457831325301201,0.36144578313253006,False
E7ETU5,370.0,2,1,26,26.0,0.07027027027027027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.07692307692307693,False
Q8NDG6,1382.0,2,1,43,43.0,0.031114327062228653,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1395348837209302,False
E7EWR4,597.0,3,1,50,50.0,0.08375209380234507,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,False
Q2VPK5,515.0,2,2,38,19.0,0.07378640776699029,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.07894736842105263,0.18421052631578952,False
O95628,575.0,3,2,222,111.0,0.38608695652173913,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.02252252252252252,0.19369369369369369,False
P62750,156.0,4,1,67,67.0,0.42948717948717946,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373134328358209,0.4328358208955224,False
Q96QC0,940.0,2,4,463,115.75,0.4925531914893617,3+,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.030237580993520516,0.20302375809935205,False
J3QT46,619.0,0,1,114,114.0,0.1841680129240711,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.01754385964912281,0.22807017543859648,False
Q7Z7A3,348.0,0,1,105,105.0,0.3017241379310345,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0380952380952381,0.1523809523809524,False
Q9H3J6,166.0,4,1,36,36.0,0.21686746987951808,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.6666666666666666,False
C9J323,145.0,2,1,18,18.0,0.12413793103448276,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,False
Q96LT9,517.0,1,2,71,35.5,0.13733075435203096,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22535211267605634,0.30985915492957744,False
P27824,592.0,1,3,175,58.333333333333336,0.2956081081081081,3+,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3485714285714286,0.6,False
Q16630,551.0,0,4,381,95.25,0.691470054446461,3+,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.06299212598425197,0.25196850393700787,False
C9J9B2,264.0,2,1,24,24.0,0.09090909090909091,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.08333333333333333,False
O00571,662.0,3,2,192,96.0,0.29003021148036257,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.057291666666666664,0.2760416666666667,False
X6RDA4,248.0,2,1,35,35.0,0.14112903225806453,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05714285714285714,0.1714285714285714,False
Q00839,825.0,1,5,276,55.2,0.33454545454545453,3+,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.050724637681159424,0.31159420289855067,False
Q9UI10,523.0,4,1,94,94.0,0.17973231357552583,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1063829787234043,0.44680851063829785,False
Q7L2E3,1194.0,1,1,13,13.0,0.010887772194304857,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7692307692307693,0.9230769230769231,False
Q01085,375.0,2,1,14,14.0,0.037333333333333336,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P57723,403.0,0,1,58,58.0,0.14392059553349876,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03448275862068965,False
Q6R2W3,1325.0,1,1,77,77.0,0.05811320754716981,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22077922077922077,0.3506493506493507,False
C9JCE0,148.0,0,1,64,64.0,0.43243243243243246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.046875,0.140625,False
Q8IY81,847.0,1,2,454,227.0,0.5360094451003542,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024229074889867842,0.42070484581497797,False
Q15637,639.0,0,1,314,314.0,0.49139280125195617,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006369426751592357,0.02547770700636943,False
Q8NDF8,572.0,0,2,188,94.0,0.32867132867132864,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05319148936170213,0.15957446808510634,False
O14787,897.0,1,1,17,17.0,0.0189520624303233,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6470588235294118,0.6470588235294118,False
A0A7P0N5L0,480.0,1,1,73,73.0,0.15208333333333332,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2602739726027397,0.4794520547945205,False
E7EV40,204.0,2,1,60,60.0,0.29411764705882354,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.06666666666666667,False
Q8NE35,698.0,0,3,314,104.66666666666667,0.4498567335243553,3+,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.006369426751592351,0.08917197452229299,False
Q5RKV6,272.0,0,1,134,134.0,0.49264705882352944,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02238805970149254,0.2313432835820896,False
P0C7P1,496.0,0,1,451,451.0,0.9092741935483871,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06651884700665188,0.2838137472283814,False
Q9H9A5,744.0,0,2,233,116.5,0.3131720430107527,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.034334763948497854,0.2060085836909871,False
Q76FK4,1167.0,3,2,986,493.0,0.8449014567266495,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04158215010141988,0.36004056795131845,False
O75460,977.0,3,2,80,40.0,0.08188331627430911,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.07499999999999998,0.17499999999999996,False
D4PHA4,493.0,3,3,283,94.33333333333333,0.5740365111561866,3+,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.08127208480565372,0.3568904593639576,False
Q8WW01,171.0,2,1,19,19.0,0.1111111111111111,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1052631578947368,False
Q9H7B2,306.0,4,1,70,70.0,0.22875816993464052,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2571428571428571,0.4285714285714285,False
Q96Q15,3661.0,0,2,262,131.0,0.07156514613493581,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04580152671755725,0.22137404580152675,False
Q02878,288.0,4,1,84,84.0,0.2916666666666667,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.47619047619047616,False
P61218,127.0,1,1,34,34.0,0.2677165354330709,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5588235294117647,0.5588235294117647,False
P79522,188.0,0,1,69,69.0,0.3670212765957447,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.04347826086956522,0.1884057971014493,False
P78316,857.0,0,2,410,205.0,0.47841306884480744,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03414634146341464,0.4585365853658537,False
Q6P158,1386.0,3,1,42,42.0,0.030303030303030304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1666666666666667,0.1666666666666667,False
H0Y6E7,292.0,2,3,66,22.0,0.22602739726027396,3+,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.15151515151515152,0.21212121212121213,False
Q9UMY1,257.0,0,2,334,167.0,1.2996108949416343,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.07485029940119763,0.4101796407185629,False
J3KQ82,459.0,0,1,414,414.0,0.9019607843137255,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06521739130434782,0.2729468599033816,False
Q9H7Z6,458.0,2,1,46,46.0,0.10043668122270742,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06521739130434782,0.108695652173913,False
Q8NAT2,981.0,0,1,153,153.0,0.1559633027522936,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0261437908496732,0.2222222222222222,False
A0A0A0MSN9,333.0,0,2,170,85.0,0.5105105105105106,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.10588235294117647,0.5647058823529412,False
P15170,499.0,1,1,55,55.0,0.11022044088176353,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3454545454545455,0.41818181818181815,False
P51991,378.0,2,1,167,167.0,0.4417989417989418,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02395209580838323,0.08383233532934131,False
A6NDY0,278.0,1,1,84,84.0,0.302158273381295,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2619047619047619,0.4047619047619048,False
Q13428,1488.0,0,1,1434,1434.0,0.9637096774193549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.011854951185495122,0.2796373779637378,False
Q9BQ75,279.0,4,1,55,55.0,0.1971326164874552,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1818181818181818,0.4727272727272727,False
Q9P1Y6,1649.0,4,5,1217,243.4,0.7380230442692541,3+,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.09120788824979457,0.3311421528348398,False
Q5QJE6,756.0,4,2,730,365.0,0.9656084656084656,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.01506849315068494,0.3273972602739726,False
Q13601,381.0,4,1,157,157.0,0.4120734908136483,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1464968152866242,0.45222929936305734,True
Q9HBD1,1191.0,3,2,201,100.5,0.16876574307304787,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014925373134328363,0.12437810945273632,False
Q8NE71,845.0,4,2,374,187.0,0.44260355029585796,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.010695187165775392,0.48128342245989314,False
X6RJY0,320.0,0,1,308,308.0,0.9625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003246753246753247,0.3863636363636364,False
F8VVL1,160.0,4,1,38,38.0,0.2375,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3157894736842105,0.5263157894736842,False
Q5T7F5,372.0,3,1,68,68.0,0.1827956989247312,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08823529411764706,0.2352941176470588,False
Q8WXF0,261.0,4,1,164,164.0,0.6283524904214559,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2621951219512195,0.3353658536585366,False
Q9NWK9,470.0,1,1,105,105.0,0.22340425531914893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1619047619047619,0.5238095238095238,False
F6TAI2,324.0,3,1,95,95.0,0.2932098765432099,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.04210526315789474,False
Q8WUQ7,758.0,4,2,334,167.0,0.44063324538258575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.11676646706586827,0.47604790419161674,False
Q96CB8,462.0,0,2,309,154.5,0.6688311688311688,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03559870550161812,0.20388349514563106,False
E7ETK0,131.0,4,1,49,49.0,0.37404580152671757,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3673469387755102,0.4897959183673469,False
Q5QPL9,237.0,2,1,33,33.0,0.13924050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06060606060606061,0.1212121212121212,False
P54253,815.0,3,2,56,28.0,0.0687116564417178,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571,0.07142857142857142,False
Q9UHC7,482.0,2,2,55,27.5,0.11410788381742738,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.03636363636363636,0.03636363636363636,False
A0A0C4DG89,1032.0,1,3,460,153.33333333333334,0.44573643410852715,3+,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.05,0.5630434782608695,False
C9JE40,543.0,1,2,126,63.0,0.23204419889502761,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19047619047619047,0.4126984126984127,False
Q9H2U1,1008.0,0,2,185,92.5,0.18353174603174602,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.01621621621621621,0.34054054054054056,False
Q9BWE0,567.0,2,1,48,48.0,0.08465608465608465,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1041666666666667,0.1458333333333333,False
Q8N7X1,1067.0,3,1,680,680.0,0.6373008434864105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.01470588235294118,0.2441176470588235,False
Q6PI26,577.0,0,1,100,100.0,0.1733102253032929,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.16,0.26,False
P56182,461.0,1,2,174,87.0,0.3774403470715835,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05747126436781611,0.45977011494252873,False
Q86TG7,708.0,1,3,119,39.666666666666664,0.16807909604519775,3+,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.12605042016806725,0.29411764705882354,False
Q96EK7,910.0,0,1,176,176.0,0.1934065934065934,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1193181818181818,0.3238636363636364,False
C9J6P4,1024.0,0,1,414,414.0,0.404296875,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01932367149758454,0.2077294685990338,False
Q8IZH2,1706.0,3,3,137,45.666666666666664,0.08030480656506447,3+,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.051094890510948905,0.1386861313868613,False
O15042,1029.0,1,5,706,141.2,0.6861030126336248,3+,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.009915014164305952,0.415014164305949,False
